500.00000000 0.80000000 0.00100000 0.00004140 0.21717465
500.00000000 0.80300000 0.00100000 0.00004720 0.22535238
500.00000000 0.80600000 0.00100000 0.00005044 0.25026270
500.00000000 0.80900000 0.00100000 0.00005046 0.25333444
500.00000000 0.81200000 0.00100000 0.00005318 0.24960383
500.00000000 0.81500000 0.00100000 0.00004670 0.21832783
500.00000000 0.81800000 0.00100000 0.00004520 0.22663163
500.00000000 0.82100000 0.00100000 0.00004702 0.22886124
500.00000000 0.82400000 0.00100000 0.00004682 0.21552766
500.00000000 0.82700000 0.00100000 0.00005306 0.20066982
500.00000000 0.83000000 0.00100000 0.00005496 0.22784849
500.00000000 0.83300000 0.00100000 0.00005892 0.23030111
500.00000000 0.83600000 0.00100000 0.00005934 0.21009145
500.00000000 0.83900000 0.00100000 0.00006014 0.22088143
500.00000000 0.84200000 0.00100000 0.00005742 0.21359092
500.00000000 0.84500000 0.00100000 0.00006292 0.20373344
500.00000000 0.84800000 0.00100000 0.00005298 0.22985937
500.00000000 0.85100000 0.00100000 0.00006234 0.25211308
500.00000000 0.85400000 0.00100000 0.00006096 0.21692753
500.00000000 0.85700000 0.00100000 0.00006430 0.21577554
500.00000000 0.86000000 0.00100000 0.00006304 0.20846655
500.00000000 0.86300000 0.00100000 0.00006692 0.22352767
500.00000000 0.86600000 0.00100000 0.00007702 0.20702093
500.00000000 0.86900000 0.00100000 0.00007138 0.19196672
500.00000000 0.87200000 0.00100000 0.00006626 0.19302472
500.00000000 0.87500000 0.00100000 0.00007218 0.19016366
500.00000000 0.87800000 0.00100000 0.00007412 0.20973602
500.00000000 0.88100000 0.00100000 0.00007528 0.25062208
500.00000000 0.88400000 0.00100000 0.00006910 0.23147780
500.00000000 0.88700000 0.00100000 0.00007158 0.20381063
500.00000000 0.89000000 0.00100000 0.00007816 0.19795729
500.00000000 0.89300000 0.00100000 0.00008286 0.21098230
500.00000000 0.89600000 0.00100000 0.00008594 0.20397493
500.00000000 0.89900000 0.00100000 0.00008946 0.21269456
500.00000000 0.90200000 0.00100000 0.00008988 0.21124721
500.00000000 0.90500000 0.00100000 0.00009306 0.20902126
500.00000000 0.90800000 0.00100000 0.00008858 0.18430946
500.00000000 0.91100000 0.00100000 0.00009618 0.19064790
500.00000000 0.91400000 0.00100000 0.00010124 0.19523915
500.00000000 0.91700000 0.00100000 0.00010454 0.21563919
500.00000000 0.92000000 0.00100000 0.00009832 0.20523128
500.00000000 0.92300000 0.00100000 0.00013178 0.20280118
500.00000000 0.92600000 0.00100000 0.00012476 0.19445706
500.00000000 0.92900000 0.00100000 0.00012162 0.16005509
500.00000000 0.93200000 0.00100000 0.00012444 0.15728545
500.00000000 0.93500000 0.00100000 0.00013196 0.16826739
500.00000000 0.93800000 0.00100000 0.00013592 0.17797566
500.00000000 0.94100000 0.00100000 0.00013210 0.17898674
500.00000000 0.94400000 0.00100000 0.00015088 0.17918730
500.00000000 0.94700000 0.00100000 0.00015836 0.16161128
500.00000000 0.95000000 0.00100000 0.00016328 0.13783134
500.00000000 0.95300000 0.00100000 0.00017954 0.12779057
500.00000000 0.95600000 0.00100000 0.00019162 0.13921878
500.00000000 0.95900000 0.00100000 0.00020518 0.14154713
500.00000000 0.96200000 0.00100000 0.00021654 0.14433278
500.00000000 0.96500000 0.00100000 0.00024330 0.13469357
500.00000000 0.96800000 0.00100000 0.00025046 0.12626824
500.00000000 0.97100000 0.00100000 0.00027916 0.12662901
500.00000000 0.97400000 0.00100000 0.00032584 0.10173257
500.00000000 0.97700000 0.00100000 0.00034872 0.09361582
500.00000000 0.98000000 0.00100000 0.00039308 0.09343178
500.00000000 0.98300000 0.00100000 0.00047142 0.08874043
500.00000000 0.98600000 0.00100000 0.00057078 0.07802461
500.00000000 0.98900000 0.00100000 0.00069834 0.07577387
500.00000000 0.99200000 0.00100000 0.00098478 0.06320748
500.00000000 0.99500000 0.00100000 0.00157538 0.04437520
500.00000000 0.99800000 0.00100000 0.00417594 0.03059662
