4.0 0.00000050 0.00000489 0.00000184 0.00000104 0.000000.91
10.0 0.00002714 0.00006054 0.00002075 0.00001069 0.00000725
15.0 0.00083068 0.00019818 0.00006492 0.00003312 0.00002278
20.0 0.02636862 0.00048572 0.00015218 0.00007734 0.00005156
22.0 0.10533376 0.00068470 0.00023596 0.00010426 0.00006680
25.0 0.84364166 0.00092478 0.00032664 0.00015174 0.00010100
27.0 3.39839856 0.00113980 0.00037322 0.00018684 0.00012522
30.0 28.65899054 0.00160724 0.00051316 0.00027916 0.00018042
