4.0 0.00000050 0.00000134 0.00000035 0.00000077 0.00002225 0.00003782
10.0 0.00002714 0.00003222 0.00000282 0.00000456 0.00014165 0.00018627
15.0 0.00083068 0.00090100 0.00001140 0.00005300 0.00031110 0.00046300
20.0 0.02636862 0.03243400 0.00003976 0.00015600 0.00056590 0.00078200
22.0 0.10533376 0.11594300 0.00011024 0.00081200 0.00069562 0.00088700
25.0 0.84364166 0.87890800 0.00024414 0.00090400 0.00093258 0.00121200
27.0 3.39839856 3.48500800 0.00033992 0.00201600 0.00107456 0.00154200
30.0 28.65899054 34.96581300 0.00053438 0.00274100 0.00143630 0.00207300
