4.0 0.600 0.00000034 0.00000104 0.01030663 0.09956710
10.0 0.600 0.00000274 0.00001069 0.00103098 0.01376147
15.0 0.600 0.00001116 0.00003312 0.00087711 0.00538721
20.0 0.600 0.00004186 0.00007734 0.00030110 0.00342612
22.0 0.600 0.00011096 0.00010426 0.00019108 0.00384246
25.0 0.600 0.00025850 0.00015174 0.00022124 0.00342679
27.0 0.600 0.00035870 0.00018684 0.00013705 0.00142602
30.0 0.600 0.00058376 0.00027916 0.00023989 0.00168634
