4.0 0.00000000 0.00000000 0.00161256 0.04330709 0.01030663 0.09956710 0.01870851 0.14814815
10.0 0.00003317 0.00083682 0.00053025 0.01081081 0.00103098 0.01376147 0.00269978 0.02375810
15.0 0.00002532 0.00072411 0.00028009 0.00287494 0.00087711 0.00538721 0.00176336 0.01293588
20.0 0.00000000 0.00000000 0.00002570 0.00128480 0.00030110 0.00342612 0.00081971 0.01276790
22.0 0.00000000 0.00000000 0.00000000 0.00000000 0.00019108 0.00384246 0.00055727 0.00445633
25.0 0.00000738 0.00036900 0.00003376 0.00099206 0.00022124 0.00342679 0.00037321 0.00342679
27.0 0.00000790 0.00039479 0.00001920 0.00056529 0.00013705 0.00142602 0.00031305 0.00450763
30.0 0.00000000 0.00000000 0.00002278 0.00057753 0.00023989 0.00168634 0.00043604 0.00222827
