1.25 1.0
1.3 1.0
1.35 1.0
1.4 1.0
1.45 1.0
1.5 1.0
1.55 1.0
1.6 1.0
1.65 1.0
1.7 1.0
1.75 0.9333333333333333
1.8 0.9
1.85 0.7333333333333333
1.9 0.8666666666666667
1.95 0.5
2.0 0.5333333333333333
2.05 0.5666666666666667
2.1 0.4666666666666667
2.15 0.23333333333333334
2.2 0.36666666666666664
2.25 0.3
2.3 0.26666666666666666
2.35 0.16666666666666666
2.4 0.16666666666666666
2.45 0.1
2.5 0.16666666666666666
2.55 0.1
2.6 0.03333333333333333
2.65 0.03333333333333333
2.7 0.03333333333333333
2.75 0.13333333333333333
2.8 0.0
2.85 0.03333333333333333
2.9 0.0
2.95 0.03333333333333333
3.0 0.0
3.05 0.0
3.1 0.0
3.15 0.03333333333333333
3.2 0.0
3.25 0.0
3.3 0.0
3.35 0.0
3.4 0.0
3.45 0.0
3.5 0.0
3.55 0.0
3.6 0.0
3.65 0.0
3.7 0.0
3.75 0.0
