0.05 30 1.49e-05 0.0004925 1.03e-06 0.02845949
0.1 30 0.0002576 0.0004922 1.04e-06 0.02208572
0.15 30 0.0023161 0.0005176 1.04e-06 0.01357593
0.2 30 0.0114442 0.0004807 1.04e-06 0.02980279
0.25 30 0.0382693 0.0005358 1.16e-06 0.01816543
0.3 30 0.0846028 0.0005064 1.05e-06 0.00576311
0.35 30 0.1715589 0.0005457 1.05e-06 0.01474231
0.4 30 0.1998061 0.0005568 1.07e-06 0.0146385
0.45 30 0.1435442 0.0005072 1.04e-06 0.00972932
0.5 30 0.0532911 0.0005226 1.09e-06 0.00092981
0.55 30 0.0324868 0.0004967 1.06e-06 0.00432368
0.6 30 0.0154554 0.0005069 1.09e-06 0.00435414
0.65 30 0.0062811 0.000509 1.08e-06 0.00210404
0.7 30 0.0026413 0.0005026 1.09e-06 0.0028776
0.75 30 0.0005751 0.0005042 1.08e-06 0.00243021
0.8 30 0.0002096 0.000524 1.09e-06 0.00040708
0.85 30 0.0001136 0.0005291 1.1e-06 0.00026121
0.9 30 8.95e-05 0.0005522 1.21e-06 0.0
0.95 30 7.73e-05 0.0005204 1.1e-06 0.00064768
