1.0 30 0.0007694 0.0005802 1.11e-06 0.00341421
1.1 30 0.0007439 0.0005288 1.1e-06 0.00421008
1.2 30 0.0003527 0.0005604 1.19e-06 0.00399674
1.3 30 0.0002551 0.0005048 1.11e-06 0.00308823
1.4 30 0.0007953 0.0005802 1.24e-06 0.00407382
1.5 30 0.0003632 0.0005002 1.1e-06 0.00616737
1.6 30 0.0002056 0.0006543 1.37e-06 0.00170741
1.7 30 0.0003094 0.000561 1.11e-06 0.00203692
1.8 30 0.0002411 0.0006699 1.35e-06 0.00832801
1.9 30 0.0002127 0.0005403 1.15e-06 0.00474743
2.0 30 0.000481 0.0005361 1.18e-06 0.00788666
2.1 30 0.0003539 0.0005394 1.12e-06 0.00590655
2.2 30 0.0006951 0.0005242 1.09e-06 0.00333881
2.3 30 0.0005563 0.0005445 1.19e-06 0.0005577
2.4 30 0.0002057 0.0004976 1.13e-06 0.00237069
2.5 30 0.0002391 0.0005137 1.08e-06 0.00535823
2.6 30 0.0005506 0.0004862 1.08e-06 0.00510695
2.7 30 0.0003692 0.0005382 1.09e-06 0.00108582
2.8 30 0.0002606 0.0004845 1.08e-06 0.00110982
2.9 30 0.0004737 0.000544 1.34e-06 0.00449944
