0.05 30 1.15e-05 0.0004842 1.04e-06 0.04643518
0.1 30 0.0002127 0.0004883 1.14e-06 0.01933039
0.15 30 0.0018962 0.0004936 1.04e-06 0.02210311
0.2 30 0.0097063 0.0004677 1.03e-06 0.01021678
0.25 30 0.0398129 0.0005121 1.05e-06 0.01698908
0.3 30 0.089442 0.0005343 1.09e-06 0.02162733
0.35 30 0.1515 0.0005375 1.05e-06 0.00970403
0.4 30 0.1669067 0.0005379 1.1e-06 0.0022753
0.45 30 0.1424517 0.0005304 1.09e-06 0.00703312
0.5 30 0.0642645 0.0004789 1.05e-06 0.00383607
0.55 30 0.0752679 0.0005096 1.08e-06 0.00174284
0.6 30 0.0207777 0.0005281 1.12e-06 0.00479751
0.65 30 0.0070766 0.0004903 1.06e-06 0.00267689
0.7 30 0.0023066 0.0005187 1.07e-06 0.00042084
0.75 30 0.0007696 0.0004913 1.07e-06 0.00185434
0.8 30 0.0002194 0.0004955 1.08e-06 0.00114404
0.85 30 9.77e-05 0.0005094 1.1e-06 0.00096104
0.9 30 7.01e-05 0.000501 1.11e-06 0.00015924
0.95 30 7.23e-05 0.0005804 1.19e-06 7.651e-05
