0.05 25 1.9e-05 0.0003737 8.9e-07 0.0304369
0.1 25 0.0001351 0.0003548 8.9e-07 0.02232667
0.15 25 0.0006022 0.0003634 9.1e-07 0.00640966
0.2 25 0.0018129 0.0003553 8.8e-07 0.0104868
0.25 25 0.0031906 0.000333 8.7e-07 0.00483818
0.3 25 0.0054627 0.0003529 9.6e-07 0.00349438
0.35 25 0.0061533 0.0003356 9.2e-07 0.01043312
0.4 25 0.0064281 0.0003442 9e-07 0.00184392
0.45 25 0.0051544 0.0003288 8.7e-07 0.00920962
0.5 25 0.0038971 0.0003255 8.7e-07 0.00888316
0.55 25 0.0024775 0.0003276 8.7e-07 0.00367901
0.6 25 0.0012268 0.0003512 9e-07 0.00513077
0.65 25 0.0006957 0.0004048 1.05e-06 0.0038121
0.7 25 0.0003112 0.0003803 9.2e-07 0.00344868
0.75 25 0.0001292 0.0003602 9e-07 0.002755
0.8 25 6.72e-05 0.0003554 8.9e-07 0.00118055
0.85 25 4.36e-05 0.0003694 9.1e-07 0.0
0.9 25 3.74e-05 0.0003543 9e-07 0.00068055
0.95 25 3.27e-05 0.000367 9.1e-07 0.0
