1000 30 0.0210871 0.0054079 1.11e-06 0.00302073
2000 30 0.0319867 0.0107985 1.08e-06 0.00300047
3000 30 0.0339602 0.0160829 1.14e-06 0.00775332
4000 30 0.0187797 0.0210387 1.18e-06 0.00623504
5000 30 0.0228152 0.0259498 1.07e-06 0.0024867
6000 30 0.0262335 0.0334656 1.08e-06 0.00788851
7000 30 0.0349847 0.0378648 1.08e-06 0.00754692
8000 30 0.0320298 0.0444995 1.07e-06 0.00419385
9000 30 0.0344329 0.0504753 1.05e-06 0.00485996
10000 30 0.0159166 0.0546175 1.11e-06 0.00219926
11000 30 0.0225568 0.0591645 1.15e-06 0.00487659
12000 30 0.0196262 0.065999 1.11e-06 0.00623337
13000 30 0.0144071 0.0677188 1.12e-06 0.00328993
14000 30 0.0093255 0.0729214 1.05e-06 0.00227634
15000 30 0.0190995 0.0776975 1.05e-06 0.00338589
16000 30 0.0166849 0.0805263 1.08e-06 0.00463132
17000 30 0.0258349 0.0977229 1.08e-06 0.0049744
18000 30 0.0263245 0.1012987 1.07e-06 0.0062313
19000 30 0.0216852 0.0974367 1.06e-06 0.00500457
20000 30 0.0243626 0.1066843 1.08e-06 0.00430612
